family,family_id,truth_seasonal,n_years,replicate,variant,n_redraws,established_regime,established_route,established_snr,candidate_class,candidate_status,candidate_reason,candidate_regime,candidate_route,candidate_peak_p,candidate_trough_p,candidate_peak_r,candidate_trough_r,n_detectable_years,n_timing_eligible_years
annual_plus_trend,24,True,7,132,missing_10,0,marginal,event_characterisation,0.7806,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.273,0.037,0.3998704397270849,0.5650126383046136,2,5
annual_plus_trend,24,True,7,133,missing_10,0,marginal,event_characterisation,1.5291,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.031,0.07,0.42614047915644143,0.40477882505879126,5,5
annual_plus_trend,24,True,7,134,missing_10,0,marginal,event_characterisation,1.2003,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.027,0.01,0.42206943017459225,0.5556995188849786,5,5
annual_plus_trend,24,True,7,135,missing_10,0,marginal,event_characterisation,1.3726,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.015,0.089,0.4704099895169395,0.3192035686070767,4,5
annual_plus_trend,24,True,7,136,missing_10,0,marginal,event_characterisation,1.3651,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.035,0.5504704913080973,0.24822468700768324,5,5
annual_plus_trend,24,True,7,137,missing_10,0,marginal,event_characterisation,1.2279,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.021,0.005,0.4902099817038159,0.35932724640711095,5,5
annual_plus_trend,24,True,7,138,missing_10,0,marginal,event_characterisation,1.1997,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.005,0.014,0.2732208996760059,0.3279857080082737,5,5
annual_plus_trend,24,True,7,139,missing_10,0,marginal,event_characterisation,1.1286,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.02,0.001,0.509516810778081,0.5786609886709053,5,5
annual_plus_trend,24,True,7,140,missing_10,0,marginal,event_characterisation,1.2908,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.004,0.061,0.3598367400023625,0.3123070622297638,5,5
annual_plus_trend,24,True,7,141,missing_10,0,marginal,event_characterisation,1.3428,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.156,0.004,0.22858660759411528,0.5049712144642331,4,5
annual_plus_trend,24,True,7,142,missing_10,0,marginal,event_characterisation,1.0907,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.008,0.6020676330952207,0.27014465705291135,5,5
annual_plus_trend,24,True,7,143,missing_10,0,marginal,event_characterisation,0.9501,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,144,missing_10,0,marginal,event_characterisation,1.3466,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.082,0.005,0.21469657271326978,0.37038042615481465,5,5
annual_plus_trend,24,True,7,145,missing_10,0,marginal,event_characterisation,1.4127,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,146,missing_10,0,marginal,event_characterisation,1.0143,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,147,missing_10,0,marginal,event_characterisation,0.719,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.003,0.591660063589724,0.391583972356272,4,5
annual_plus_trend,24,True,7,148,missing_10,0,marginal,event_characterisation,1.001,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.25,0.399,0.556133816996581,0.6084219207184928,2,5
annual_plus_trend,24,True,7,149,missing_10,0,marginal,event_characterisation,0.9126,aseasonal,ok,no_detectable_years,aseasonal,event_characterisation,,,,,0,5
annual_plus_trend,24,True,7,150,missing_10,0,marginal,event_characterisation,0.9938,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.017,0.001,0.3455209627862793,0.4270689804271509,5,5
annual_plus_trend,24,True,7,151,missing_10,0,marginal,event_characterisation,1.1171,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.103,0.003,0.1736619022984879,0.4243623974037395,5,5
annual_plus_trend,24,True,7,152,missing_10,0,marginal,event_characterisation,1.1711,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.036,0.008,0.31116860372583005,0.3552860748300345,5,5
annual_plus_trend,24,True,7,153,missing_10,0,marginal,event_characterisation,1.5649,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,154,missing_10,0,aseasonal,event_characterisation,0.6192,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.381,0.51,0.5111199042590903,0.5492123631627928,2,5
annual_plus_trend,24,True,7,155,missing_10,0,marginal,event_characterisation,1.1713,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.018,0.004,0.44835165095597684,0.4271040218640829,4,5
annual_plus_trend,24,True,7,156,missing_10,0,marginal,event_characterisation,1.0411,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,157,missing_10,0,marginal,event_characterisation,1.0649,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.001,0.064,0.2768313461433864,0.2920826950746681,5,5
annual_plus_trend,24,True,7,158,missing_10,0,marginal,event_characterisation,1.5481,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.013,0.099,0.3976439585412795,0.25542614598316205,5,5
annual_plus_trend,24,True,7,159,missing_10,0,marginal,event_characterisation,1.2719,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,160,missing_10,0,marginal,event_characterisation,1.2115,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.175,0.128,0.3421656252000336,0.4281510175957355,2,5
annual_plus_trend,24,True,7,161,missing_10,0,marginal,event_characterisation,1.0772,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.004,0.5866348487637432,0.5198561835844295,5,5
annual_plus_trend,24,True,7,162,missing_10,0,marginal,event_characterisation,0.7429,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.001,0.49686188700891204,0.3906593736751734,5,5
annual_plus_trend,24,True,7,163,missing_10,0,marginal,event_characterisation,0.8129,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.009,0.045,0.5791610696393882,0.3798271453054803,4,5
annual_plus_trend,24,True,7,164,missing_10,0,marginal,event_characterisation,1.3191,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.004,0.4346162642938223,0.35226968543606185,5,5
annual_plus_trend,24,True,7,165,missing_10,0,marginal,event_characterisation,1.2439,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.007,0.003,0.3585347470931116,0.3331093930839436,5,5
annual_plus_trend,24,True,7,166,missing_10,0,marginal,event_characterisation,1.2581,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.012,0.071,0.3256269188043334,0.35164078508241814,4,5
annual_plus_trend,24,True,7,167,missing_10,0,marginal,event_characterisation,1.0011,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.016,0.3928847624254733,0.4965296082504542,5,5
annual_plus_trend,24,True,7,168,missing_10,0,marginal,event_characterisation,1.143,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.015,0.40464589749273794,0.5399469394305928,5,5
annual_plus_trend,24,True,7,169,missing_10,0,marginal,event_characterisation,1.0147,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.297,0.251,0.4671757436693979,0.4862028435456307,2,5
annual_plus_trend,24,True,7,170,missing_10,0,marginal,event_characterisation,1.1124,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.032,0.036,0.37974061409947624,0.3426805731794586,4,5
annual_plus_trend,24,True,7,171,missing_10,0,marginal,event_characterisation,1.1825,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.005,0.012,0.5631330339608412,0.27693630928884844,5,5
annual_plus_trend,24,True,7,172,missing_10,0,aseasonal,event_characterisation,0.673,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,1.0,0.827,0.7464101615137754,0.5331501153669825,1,5
annual_plus_trend,24,True,7,173,missing_10,0,marginal,event_characterisation,1.2855,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.323,0.253,0.3689029844317676,0.4776814989819279,2,5
annual_plus_trend,24,True,7,174,missing_10,0,marginal,event_characterisation,0.7076,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.028,0.014,0.3861285577565686,0.587875069712592,5,5
annual_plus_trend,24,True,7,175,missing_10,0,marginal,event_characterisation,0.8905,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.086,0.052,0.3386333841945363,0.46002664049141495,4,5
annual_plus_trend,24,True,7,176,missing_10,0,marginal,event_characterisation,0.9916,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.005,0.003,0.4464817368967143,0.3133325990789948,5,5
annual_plus_trend,24,True,7,177,missing_10,0,marginal,event_characterisation,1.0805,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.011,0.5858732043124153,0.45062768507449735,5,5
annual_plus_trend,24,True,7,178,missing_10,0,marginal,event_characterisation,1.1471,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.491,0.019,0.14498682626241383,0.2717700295221857,5,5
annual_plus_trend,24,True,7,179,missing_10,0,marginal,event_characterisation,0.7872,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,180,missing_10,0,marginal,event_characterisation,1.1445,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.059,0.003,0.4809769554860574,0.48074350437990343,4,5
annual_plus_trend,24,True,7,181,missing_10,0,marginal,event_characterisation,1.3062,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.008,0.6162658940460445,0.39007288535296253,5,5
annual_plus_trend,24,True,7,182,missing_10,0,marginal,event_characterisation,1.2383,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.003,0.001,0.4632872295270907,0.6010380099839531,5,5
annual_plus_trend,24,True,7,183,missing_10,0,marginal,event_characterisation,1.0809,,insufficient_record,trend_unavailable,insufficient_record,insufficient_record,,,,,0,4
annual_plus_trend,24,True,7,184,missing_10,0,marginal,event_characterisation,1.3936,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.024,0.107,0.34142788913591676,0.3360126168724039,5,5
annual_plus_trend,24,True,7,185,missing_10,0,marginal,event_characterisation,1.1421,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.03,0.007,0.4282950796943388,0.4506812026710464,5,5
annual_plus_trend,24,True,7,186,missing_10,0,marginal,event_characterisation,1.126,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.017,0.032,0.501893665495818,0.3629134087542425,5,5
annual_plus_trend,24,True,7,187,missing_10,0,marginal,event_characterisation,1.0588,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.064,0.007,0.38808426317341244,0.3523736283014269,5,5
annual_plus_trend,24,True,7,188,missing_10,0,marginal,event_characterisation,1.2067,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.024,0.011,0.4265013112843519,0.43791569994868224,5,5
annual_plus_trend,24,True,7,189,missing_10,0,marginal,event_characterisation,0.7789,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.445,0.167,0.4303939345460767,0.5835600076980486,2,5
annual_plus_trend,24,True,7,190,missing_10,0,marginal,event_characterisation,0.8469,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.083,0.828,0.41825815186890397,0.8365163037378079,1,5
annual_plus_trend,24,True,7,191,missing_10,0,marginal,event_characterisation,1.0746,aseasonal,ok,trough_uniformity_not_rejected,aseasonal,event_characterisation,0.014,0.065,0.2417793813435416,0.3260647527054666,5,5
annual_plus_trend,24,True,7,192,missing_10,0,marginal,event_characterisation,0.9458,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.196,0.285,0.15647420404953039,0.5207670550046135,2,5
annual_plus_trend,24,True,7,193,missing_10,0,marginal,event_characterisation,1.0039,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.01,0.4910903505198296,0.4175609900340416,5,5
annual_plus_trend,24,True,7,194,missing_10,0,marginal,event_characterisation,1.5279,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.001,0.3287736564071083,0.6187439463491186,5,5
annual_plus_trend,24,True,7,195,missing_10,0,marginal,event_characterisation,1.0379,aseasonal,ok,peak_uniformity_not_rejected,aseasonal,event_characterisation,0.06,0.004,0.29733555874826106,0.3812804128626576,5,5
annual_plus_trend,24,True,7,196,missing_10,0,marginal,event_characterisation,1.1669,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.034,0.022,0.28584103573126235,0.3103653076628284,5,5
annual_plus_trend,24,True,7,197,missing_10,0,marginal,event_characterisation,0.7919,aseasonal,ok,peak_and_trough_uniformity_not_rejected,aseasonal,event_characterisation,0.081,0.308,0.45534180126147944,0.5050604613047821,2,5
annual_plus_trend,24,True,7,198,missing_10,0,marginal,event_characterisation,0.7683,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.037,0.4710005418873135,0.5896133917775166,5,5
annual_plus_trend,24,True,7,199,missing_10,0,marginal,event_characterisation,1.0175,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.002,0.4120249671177803,0.40739321985921906,5,5
annual_plus_trend,24,True,15,0,missing_10,0,marginal,per_year_detection,0.7621,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6546481349792449,0.6268321530285472,13,13
annual_plus_trend,24,True,15,1,missing_10,0,marginal,per_year_detection,0.9011,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6524577137554256,0.6282668417001308,13,13
annual_plus_trend,24,True,15,2,missing_10,0,marginal,per_year_detection,0.991,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6265260790389567,0.6796449568587568,13,13
annual_plus_trend,24,True,15,3,missing_10,0,marginal,event_characterisation,0.9648,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6938402580876185,0.6712424306556541,12,12
annual_plus_trend,24,True,15,4,missing_10,0,marginal,event_characterisation,1.0912,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6130557168425226,0.5393886388236562,12,13
annual_plus_trend,24,True,15,5,missing_10,0,marginal,event_characterisation,0.8796,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7130397780111148,0.5812603430636931,10,13
annual_plus_trend,24,True,15,6,missing_10,0,marginal,per_year_detection,1.4347,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6763032883646624,0.504285517789091,11,12
annual_plus_trend,24,True,15,7,missing_10,0,marginal,per_year_detection,0.9701,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7226591715724102,0.6180425057750506,13,13
annual_plus_trend,24,True,15,8,missing_10,0,marginal,per_year_detection,0.7175,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6865994035189725,0.6390495954418252,11,13
annual_plus_trend,24,True,15,9,missing_10,0,marginal,per_year_detection,1.2221,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6520421584280858,0.7136865714169534,13,13
annual_plus_trend,24,True,15,10,missing_10,0,marginal,event_characterisation,0.8788,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7162962486259217,0.6132742189849156,11,11
annual_plus_trend,24,True,15,11,missing_10,0,marginal,event_characterisation,1.0703,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5804713217678666,0.6383177418841971,13,13
annual_plus_trend,24,True,15,12,missing_10,0,marginal,per_year_detection,0.7632,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6464426214932759,0.6961958263114371,13,13
annual_plus_trend,24,True,15,13,missing_10,0,marginal,event_characterisation,0.8395,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.004,0.002,0.6654129647370496,0.5787425038848473,4,12
annual_plus_trend,24,True,15,14,missing_10,0,marginal,per_year_detection,0.8341,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6537358174589201,0.6107443497590829,12,12
annual_plus_trend,24,True,15,15,missing_10,0,marginal,event_characterisation,0.7523,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7032337522744566,0.6406727586663901,10,11
annual_plus_trend,24,True,15,16,missing_10,0,marginal,per_year_detection,0.9843,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5720892966204636,0.6033733311300274,12,12
annual_plus_trend,24,True,15,17,missing_10,0,marginal,event_characterisation,1.0103,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5986244825954631,0.5664547054953458,10,13
annual_plus_trend,24,True,15,18,missing_10,0,marginal,per_year_detection,1.0821,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6128263865140307,0.5915098788938883,10,11
annual_plus_trend,24,True,15,19,missing_10,0,marginal,per_year_detection,0.9454,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6509802847045147,0.7231818383336714,12,12
annual_plus_trend,24,True,15,20,missing_10,0,marginal,event_characterisation,1.276,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6805180936111752,0.5291100665503947,12,12
annual_plus_trend,24,True,15,21,missing_10,0,marginal,per_year_detection,0.8971,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.612921250441471,0.5690875945379935,11,12
annual_plus_trend,24,True,15,22,missing_10,0,marginal,per_year_detection,1.1258,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7393006876755264,0.6836767409700559,12,12
annual_plus_trend,24,True,15,23,missing_10,0,marginal,event_characterisation,0.9509,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.620182871419475,0.6685456829495409,11,12
annual_plus_trend,24,True,15,24,missing_10,0,marginal,per_year_detection,1.0559,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.59696820342689,0.638433322300829,12,13
annual_plus_trend,24,True,15,25,missing_10,0,marginal,event_characterisation,1.1039,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5624866966393104,0.45482001428676483,12,13
annual_plus_trend,24,True,15,26,missing_10,0,marginal,event_characterisation,0.7818,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.60181544775453,0.607325906522627,13,13
annual_plus_trend,24,True,15,27,missing_10,0,marginal,per_year_detection,1.0015,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6013683700907492,0.64870559810987,13,13
annual_plus_trend,24,True,15,28,missing_10,0,marginal,per_year_detection,0.7641,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7532715136474957,0.6624990006821769,13,13
annual_plus_trend,24,True,15,29,missing_10,0,marginal,per_year_detection,1.1136,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7071825559074809,0.5610258356087642,13,13
annual_plus_trend,24,True,15,30,missing_10,0,marginal,per_year_detection,0.922,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6692942336440902,0.6603301396026647,13,13
annual_plus_trend,24,True,15,31,missing_10,0,marginal,event_characterisation,0.9681,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6735016792545755,0.5264691112067168,12,12
annual_plus_trend,24,True,15,32,missing_10,0,marginal,per_year_detection,1.0151,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6482055958986377,0.6422081658284866,12,13
annual_plus_trend,24,True,15,33,missing_10,0,marginal,per_year_detection,0.9831,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7187887616055298,0.6798018375844751,13,13
annual_plus_trend,24,True,15,34,missing_10,0,marginal,per_year_detection,1.0648,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6318368084838081,0.5133072505528222,11,11
annual_plus_trend,24,True,15,35,missing_10,0,aseasonal,event_characterisation,0.5994,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.001,0.6304245902188828,0.7195395293115521,7,13
annual_plus_trend,24,True,15,36,missing_10,0,marginal,event_characterisation,0.8997,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6985306410214972,0.5628811718552986,12,13
annual_plus_trend,24,True,15,37,missing_10,0,marginal,event_characterisation,0.8298,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.688372359393831,0.6177577777357861,9,12
annual_plus_trend,24,True,15,38,missing_10,0,aseasonal,event_characterisation,0.6914,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.014,0.004,0.6244446000048335,0.7426300836869362,5,12
annual_plus_trend,24,True,15,39,missing_10,0,marginal,event_characterisation,0.914,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5876482044571872,0.705869494355891,11,13
annual_plus_trend,24,True,15,40,missing_10,0,marginal,per_year_detection,0.9969,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6579202912379116,0.5883198172816122,13,13
annual_plus_trend,24,True,15,41,missing_10,0,marginal,per_year_detection,1.1381,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6548031500551968,0.6693972410994756,13,13
annual_plus_trend,24,True,15,42,missing_10,0,marginal,event_characterisation,1.072,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6781249896098068,0.670576715231872,12,12
annual_plus_trend,24,True,15,43,missing_10,0,aseasonal,event_characterisation,0.6661,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.668671038790207,0.6872387184679316,13,13
annual_plus_trend,24,True,15,44,missing_10,0,marginal,event_characterisation,0.8024,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7187762074725871,0.6361255641086743,11,13
annual_plus_trend,24,True,15,45,missing_10,0,marginal,event_characterisation,0.9864,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6548609151928064,0.6461761325297957,10,13
annual_plus_trend,24,True,15,46,missing_10,0,marginal,event_characterisation,0.8531,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6800229659497247,0.6488274885084565,12,12
annual_plus_trend,24,True,15,47,missing_10,0,marginal,per_year_detection,1.0773,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5915995847310408,0.6861641133416574,12,13
annual_plus_trend,24,True,15,48,missing_10,0,marginal,per_year_detection,0.7435,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6188284169181798,0.5726819107126963,11,13
annual_plus_trend,24,True,15,49,missing_10,0,marginal,event_characterisation,1.0712,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6492657401816186,0.6028933200054688,13,13
annual_plus_trend,24,True,15,50,missing_10,0,aseasonal,event_characterisation,0.6981,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.002,0.001,0.5310943023722514,0.5890862900289805,8,12
annual_plus_trend,24,True,15,51,missing_10,0,marginal,per_year_detection,1.3193,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.7017222356172783,0.6796391396989779,13,13
annual_plus_trend,24,True,15,52,missing_10,0,marginal,per_year_detection,1.1033,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5818086316813492,0.5900818019400819,13,13
annual_plus_trend,24,True,15,53,missing_10,0,marginal,event_characterisation,0.9838,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6759232208186692,0.5721817068964279,13,13
annual_plus_trend,24,True,15,54,missing_10,0,marginal,per_year_detection,0.9253,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5663083365889621,0.548317693241441,11,12
annual_plus_trend,24,True,15,55,missing_10,0,marginal,per_year_detection,0.9901,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5403285829333787,0.6676770434711091,13,13
annual_plus_trend,24,True,15,56,missing_10,0,marginal,event_characterisation,1.0768,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6247474385463923,0.5837660116094437,11,13
annual_plus_trend,24,True,15,57,missing_10,0,marginal,event_characterisation,0.8422,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5974530496035686,0.7018782355784257,11,13
annual_plus_trend,24,True,15,58,missing_10,0,marginal,event_characterisation,0.8255,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5917030884734666,0.6792569270051533,12,13
annual_plus_trend,24,True,15,59,missing_10,0,marginal,event_characterisation,0.7859,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6417622486493431,0.5920290272187753,13,13
annual_plus_trend,24,True,15,60,missing_10,0,marginal,per_year_detection,1.1792,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6096474484178496,0.6706336012309562,13,13
annual_plus_trend,24,True,15,61,missing_10,0,marginal,event_characterisation,1.0412,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.002,0.7124791644343645,0.46742867015557776,7,12
annual_plus_trend,24,True,15,62,missing_10,0,marginal,per_year_detection,1.0301,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.749780966196942,0.6638549345321546,13,13
annual_plus_trend,24,True,15,63,missing_10,0,marginal,per_year_detection,1.178,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6634570615020441,0.6345505405334381,13,13
annual_plus_trend,24,True,15,64,missing_10,0,marginal,per_year_detection,0.9806,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6039376110859714,0.5966379806517829,13,13
annual_plus_trend,24,True,15,65,missing_10,0,marginal,per_year_detection,1.0125,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.002,0.7034905514967333,0.5462523980177563,12,12
annual_plus_trend,24,True,15,66,missing_10,0,marginal,event_characterisation,0.8,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6946890803599035,0.6428864309103609,12,12
annual_plus_trend,24,True,15,67,missing_10,0,marginal,per_year_detection,0.8157,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.5910500388639606,0.6878954854865453,12,13
annual_plus_trend,24,True,15,68,missing_10,0,marginal,event_characterisation,0.8257,seasonal,ok,peak_and_trough_recur,seasonal,per_year_detection,0.001,0.001,0.6424814415502029,0.62610893729449,13,13
